Order Date,Segment,City,State,Region,Category,Sub-Category,Product Name,Sales
2018-09-18,Corporate,Columbus,Georgia,South,Technology,Phones,AT&T CL83451 4-Handset Telephone,411.98
2018-09-18,Corporate,Columbus,Georgia,South,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",34.48
2018-09-18,Corporate,Columbus,Georgia,South,Office Supplies,Paper,Xerox 1917,244.55
2018-08-18,Consumer,Lakewood,Ohio,East,Office Supplies,Binders,GBC Personal VeloBind Strips,10.782
2016-05-24,Consumer,Naperville,Illinois,Central,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",602.651
2016-05-24,Consumer,Naperville,Illinois,Central,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,7.656
2016-07-09,Home Office,New York City,New York,East,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,559.93
2018-07-24,Corporate,Huntington Beach,California,West,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,2399.96
2018-02-09,Corporate,Chicago,Illinois,Central,Office Supplies,Fasteners,Advantus Plastic Paper Clips,16.0
2018-02-09,Corporate,Chicago,Illinois,Central,Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series,5.588
2018-02-09,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",235.92
2018-06-12,Corporate,Brentwood,California,West,Office Supplies,Storage,Staple magnet,10.68
2018-05-20,Corporate,Trenton,Michigan,Central,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",41.28
2017-09-27,Consumer,Seattle,Washington,West,Technology,Phones,Samsung Galaxy S4,1001.584
2018-10-12,Corporate,North Charleston,South Carolina,South,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76
2015-09-13,Consumer,Columbus,Ohio,East,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,2.502
2018-07-29,Consumer,Seattle,Washington,West,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",115.96
2018-01-08,Consumer,San Francisco,California,West,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",186.54
2018-02-05,Corporate,Los Angeles,California,West,Technology,Accessories,Logitech MX Performance Wireless Mouse,159.56
2016-12-06,Consumer,West Palm Beach,Florida,South,Technology,Phones,Speck Products Candyshell Flip Case,55.984
2015-12-22,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,Economy Rollaway Files,132.16
2015-12-22,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,Recycled Easel Ring Binders,17.904
2015-12-22,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,White Computer Printout Paper by Universal,124.032
2015-12-16,Corporate,Sacramento,California,West,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,1403.92
2017-04-16,Consumer,Seattle,Washington,West,Office Supplies,Supplies,Stiletto Hand Letter Openers,28.8
2016-05-21,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",24.588
2018-02-26,Consumer,Santa Barbara,California,West,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,356.79
2018-04-04,Home Office,New York City,New York,East,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,16.98
2016-03-16,Consumer,Auburn,Alabama,South,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",491.55
2016-03-16,Consumer,Auburn,Alabama,South,Office Supplies,Envelopes,Colored Envelopes,7.38
2016-11-30,Consumer,New York City,New York,East,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,23.66
2016-11-30,Consumer,New York City,New York,East,Furniture,Bookcases,"Hon Metal Bookcases, Black",681.408
2017-07-28,Consumer,Los Angeles,California,West,Office Supplies,Labels,Avery 495,18.9
2017-06-23,Consumer,San Francisco,California,West,Office Supplies,Storage,Mobile Personal File Cube,93.68
2017-06-23,Consumer,San Francisco,California,West,Office Supplies,Labels,Avery 516,21.93
2017-06-23,Consumer,San Francisco,California,West,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,862.344
2017-06-23,Consumer,San Francisco,California,West,Office Supplies,Paper,Xerox 1884,19.98
2015-07-14,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,Griffin GC36547 PowerJolt SE Lightning Charger,13.494
2015-07-14,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,iOttie HLCRIO102 Car Mount,23.988
2015-07-14,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,Tensor Track Tree Floor Lamp,31.984
2015-07-14,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",41.584
2018-11-30,Corporate,El Paso,Texas,Central,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976
2017-02-09,Home Office,Chicago,Illinois,Central,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,84.272
2015-06-15,Consumer,El Paso,Texas,Central,Office Supplies,Paper,Xerox 1902,36.544
2017-05-11,Consumer,Seattle,Washington,West,Technology,Accessories,Cherry 142-key Programmable Keyboard,479.72
2018-06-26,Corporate,New York City,New York,East,Office Supplies,Binders,GBC ProClick Punch Binding System,102.368
2018-06-26,Corporate,New York City,New York,East,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,28.4
2018-06-26,Corporate,New York City,New York,East,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",713.88
2018-06-26,Corporate,New York City,New York,East,Office Supplies,Paper,Xerox 1991,68.52
2016-07-25,Consumer,Los Angeles,California,West,Technology,Phones,Motorola L703CM,623.96
2015-09-23,Corporate,Newark,Delaware,East,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,11.12
2017-09-30,Consumer,New York City,New York,East,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",523.92
2016-09-11,Home Office,Roseville,California,West,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",2.48
2016-04-25,Consumer,Aurora,Illinois,Central,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",221.024
2016-04-25,Consumer,Aurora,Illinois,Central,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",128.058
2018-11-19,Home Office,New York City,New York,East,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",58.408
2018-11-19,Home Office,New York City,New York,East,Furniture,Tables,Hon 61000 Series Interactive Training Tables,79.974
2016-11-20,Corporate,Dallas,Texas,Central,Technology,Machines,NeatDesk Desktop Scanner & Digital Filing System,479.988
2016-02-10,Consumer,Los Angeles,California,West,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,11.808
2016-02-10,Consumer,Los Angeles,California,West,Office Supplies,Binders,GBC Poly Designer Binding Covers,53.568
2016-02-10,Consumer,Los Angeles,California,West,Technology,Phones,HTC One Mini,503.96
2016-04-25,Corporate,Los Angeles,California,West,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,21.34
2017-07-14,Consumer,Columbus,Georgia,South,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,36.4
2017-07-14,Consumer,Columbus,Georgia,South,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75
2016-09-27,Home Office,San Francisco,California,West,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",15.51
2016-09-27,Home Office,San Francisco,California,West,Office Supplies,Paper,Xerox 1916,146.82
2016-09-27,Home Office,San Francisco,California,West,Office Supplies,Paper,Xerox 226,12.96
2018-10-11,Home Office,Riverside,California,West,Office Supplies,Art,12 Colored Short Pencils,7.8
2017-07-16,Corporate,Columbia,South Carolina,South,Office Supplies,Envelopes,Poly String Tie Envelopes,10.2
2017-07-16,Corporate,Columbia,South Carolina,South,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",22.32
2017-07-16,Corporate,Columbia,South Carolina,South,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,24.1
2017-07-16,Corporate,Columbia,South Carolina,South,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,75.98
2017-07-16,Corporate,Columbia,South Carolina,South,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,6.46
2017-07-16,Corporate,Columbia,South Carolina,South,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),60.12
2016-10-16,Corporate,New York City,New York,East,Technology,Phones,Mitel MiVoice 5330e IP Phone,824.97
2017-10-01,Consumer,Longview,Washington,West,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",24.85
2018-09-19,Consumer,Phoenix,Arizona,West,Office Supplies,Storage,Akro Stacking Bins,12.624
2018-09-19,Consumer,Phoenix,Arizona,West,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89.584
2018-09-19,Consumer,Phoenix,Arizona,West,Technology,Phones,Polycom VoiceStation 500 Conference phone,471.92
2018-09-19,Consumer,Phoenix,Arizona,West,Office Supplies,Binders,Plastic Binding Combs,18.18
2018-09-15,Consumer,Houston,Texas,Central,Office Supplies,Art,Prismacolor Color Pencil Set,31.744
2016-06-28,Corporate,Gilbert,Arizona,West,Office Supplies,Labels,Avery 501,5.904
2016-06-28,Corporate,Gilbert,Arizona,West,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,621.76
2017-11-25,Consumer,Jonesboro,Arkansas,South,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,59.98
2018-11-25,Consumer,Atlanta,Georgia,South,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",48.87
2018-01-14,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 19,154.9
2015-07-11,Corporate,New York City,New York,East,Office Supplies,Fasteners,Binder Clips by OIC,5.92
2015-07-11,Corporate,New York City,New York,East,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,30.18
2017-01-09,Consumer,Detroit,Michigan,Central,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,24.1
2017-01-09,Consumer,Detroit,Michigan,Central,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,8.78
2017-01-09,Consumer,Detroit,Michigan,Central,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",376.74
2017-01-09,Consumer,Detroit,Michigan,Central,Office Supplies,Binders,GBC Plastic Binding Combs,29.52
2017-01-09,Consumer,Detroit,Michigan,Central,Office Supplies,Art,Newell 315,11.96
2017-01-09,Consumer,Detroit,Michigan,Central,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",26.4
2018-11-11,Corporate,Fort Lauderdale,Florida,South,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1158.12
2018-11-12,Consumer,Abilene,Texas,Central,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum,1.392
2016-08-11,Consumer,Hampton,Virginia,South,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",44.43
2016-08-11,Consumer,Hampton,Virginia,South,Technology,Phones,AT&T 17929 Lendline Telephone,226.2
2016-08-11,Consumer,Hampton,Virginia,South,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,186.54
2016-08-11,Consumer,Hampton,Virginia,South,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",265.86
2016-08-11,Consumer,Hampton,Virginia,South,Office Supplies,Art,Newell 314,27.9
2016-11-19,Corporate,Las Vegas,Nevada,West,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,31.08
2018-12-23,Corporate,Rockford,Illinois,Central,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,13.84
2018-12-23,Corporate,Rockford,Illinois,Central,Office Supplies,Paper,Xerox 1940,175.872
2017-09-16,Home Office,Laguna Niguel,California,West,Office Supplies,Paper,Xerox 1966,12.96
2018-05-26,Corporate,Louisville,Kentucky,South,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,208.44
2018-05-26,Corporate,Louisville,Kentucky,South,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,25.76
2016-03-30,Home Office,Normal,Illinois,Central,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",366.744
2015-08-19,Corporate,Los Angeles,California,West,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",289.24
2015-08-19,Corporate,Los Angeles,California,West,Office Supplies,Binders,Satellite Sectional Post Binders,69.456
2015-12-23,Corporate,Port Arthur,Texas,Central,Office Supplies,Paper,Xerox 2000,5.184
2016-01-11,Consumer,New York City,New York,East,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,205.164
2015-12-15,Corporate,Chicago,Illinois,Central,Furniture,Furnishings,Dana Swing-Arm Lamps,8.544
2016-08-21,Corporate,Springfield,Ohio,East,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,12.828
2016-08-21,Corporate,Springfield,Ohio,East,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,598.458
2016-08-21,Corporate,Springfield,Ohio,East,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,25.984
2015-05-23,Consumer,New York City,New York,East,Office Supplies,Binders,Avery Non-Stick Binders,17.96
2015-05-23,Consumer,New York City,New York,East,Office Supplies,Supplies,Letter Slitter,5.04
2015-05-23,Consumer,New York City,New York,East,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16
2018-09-12,Home Office,Salinas,California,West,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,148.257
2015-11-03,Corporate,Richmond,Kentucky,South,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",146.76
2015-11-03,Corporate,Richmond,Kentucky,South,Technology,Accessories,Maxell DVD-RAM Discs,32.96
2015-11-03,Corporate,Richmond,Kentucky,South,Technology,Phones,Panasonic KX-TG9471B,587.97
2015-11-03,Corporate,Richmond,Kentucky,South,Office Supplies,Paper,Xerox 198,14.94
2017-06-23,Consumer,New York City,New York,East,Office Supplies,Labels,Avery 487,25.83
2015-08-23,Consumer,Denver,Colorado,West,Office Supplies,Paper,Xerox 1976,15.552
2015-08-23,Consumer,Denver,Colorado,West,Office Supplies,Supplies,Acme Titanium Bonded Scissors,6.8
2015-08-23,Consumer,Denver,Colorado,West,Furniture,Furnishings,Regeneration Desk Collection,4.224
2015-08-23,Consumer,Denver,Colorado,West,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,143.64
2015-08-23,Consumer,Denver,Colorado,West,Office Supplies,Paper,Xerox 1931,31.104
2015-08-23,Consumer,Denver,Colorado,West,Office Supplies,Paper,Xerox 1988,223.056
2018-06-02,Corporate,New York City,New York,East,Technology,Phones,Grandstream GXP1160 VoIP phone,227.46
2018-06-02,Corporate,New York City,New York,East,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",46.24
2018-01-29,Consumer,New York City,New York,East,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,5.22
2017-12-20,Consumer,Fremont,Nebraska,Central,Office Supplies,Paper,Strathmore Photo Mount Cards,33.9
2017-11-11,Corporate,New York City,New York,East,Office Supplies,Storage,Staple magnet,28.14
2017-11-11,Corporate,New York City,New York,East,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,36.0
2017-11-11,Corporate,New York City,New York,East,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",92.94
2017-11-11,Corporate,New York City,New York,East,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",245.646
2017-11-11,Corporate,New York City,New York,East,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,55.008
2017-11-11,Corporate,New York City,New York,East,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",35.232
2018-09-11,Corporate,San Diego,California,West,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",523.392
2015-02-05,Consumer,Lakeland,Florida,South,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,479.984
2018-09-22,Consumer,Smyrna,Georgia,South,Office Supplies,Paper,Xerox 219,12.96
2018-09-22,Consumer,Smyrna,Georgia,South,Office Supplies,Art,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",17.94
2018-12-17,Consumer,New York City,New York,East,Office Supplies,Storage,Safco Steel Mobile File Cart,166.72
2018-12-17,Consumer,New York City,New York,East,Office Supplies,Binders,GBC Wire Binding Combs,24.816
2018-12-17,Consumer,New York City,New York,East,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,124.36
2018-07-18,Consumer,Philadelphia,Pennsylvania,East,Technology,Copiers,Canon PC-428 Personal Copier,599.97
2018-07-18,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",198.744
2018-07-18,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,9.184
2017-03-11,Corporate,Dallas,Texas,Central,Office Supplies,Paper,Xerox 1978,9.248
2015-08-04,Home Office,Concord,California,West,Furniture,Tables,Bevis 36 x 72 Conference Tables,99.592
2015-08-04,Home Office,Concord,California,West,Technology,Accessories,Logitech Wireless Headset h800,399.96
2017-08-14,Consumer,Nashville,Tennessee,South,Office Supplies,Paper,Xerox 200,15.552
2015-09-25,Home Office,Aurora,Colorado,West,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,14.576
2017-11-12,Consumer,Anaheim,California,West,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,209.6
2017-11-12,Consumer,Anaheim,California,West,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,23.32
2017-11-12,Consumer,Anaheim,California,West,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",30.98
2017-11-12,Consumer,Anaheim,California,West,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,119.96
2017-11-12,Consumer,Anaheim,California,West,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",363.92
2017-11-12,Consumer,Anaheim,California,West,Office Supplies,Binders,Recycled Easel Ring Binders,35.808
2017-11-12,Consumer,Anaheim,California,West,Office Supplies,Binders,GBC Recycled VeloBinder Covers,122.688
2017-11-12,Consumer,Anaheim,California,West,Furniture,Tables,Hon Non-Folding Utility Tables,892.136
2017-11-12,Consumer,Anaheim,California,West,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,50.22
2017-11-12,Consumer,Anaheim,California,West,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,83.42
2017-11-12,Consumer,Anaheim,California,West,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",5.872
2016-03-02,Corporate,Pleasant Grove,Utah,West,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,12.144
2017-12-29,Consumer,Springfield,Oregon,West,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",27.792
2018-08-31,Home Office,Salem,Oregon,West,Office Supplies,Supplies,Acme Kleen Earth Office Shears,6.208
2018-04-02,Consumer,Rochester,New York,East,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,32.67
2015-06-12,Corporate,Los Angeles,California,West,Office Supplies,Storage,Standard Rollaway File with Lock,1261.33
2017-05-30,Home Office,Los Angeles,California,West,Office Supplies,Paper,Xerox 228,38.88
2017-05-21,Corporate,Dallas,Texas,Central,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",1.964
2017-05-21,Corporate,Dallas,Texas,Central,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,82.656
2015-09-08,Consumer,Fresno,California,West,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),5.98
2017-05-09,Home Office,Chicago,Illinois,Central,Office Supplies,Paper,Xerox 196,9.248
2017-07-23,Consumer,Mcallen,Texas,Central,Office Supplies,Art,Newell 339,4.448
2017-07-23,Consumer,Mcallen,Texas,Central,Office Supplies,Paper,Xerox 231,5.184
2017-07-23,Consumer,Mcallen,Texas,Central,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,175.92
2017-07-23,Consumer,Mcallen,Texas,Central,Office Supplies,Binders,Storex Dura Pro Binders,4.752
2017-07-23,Consumer,Mcallen,Texas,Central,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,13.344
2017-12-05,Consumer,Seattle,Washington,West,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",54.9
2017-02-09,Consumer,Charlotte,North Carolina,South,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,22.911
2017-02-09,Consumer,Charlotte,North Carolina,South,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,309.456
2017-02-09,Consumer,Charlotte,North Carolina,South,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.456
2017-02-09,Consumer,Charlotte,North Carolina,South,Furniture,Tables,Hon Racetrack Conference Tables,472.518
2017-02-09,Consumer,Charlotte,North Carolina,South,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1012.68
2017-02-09,Consumer,Charlotte,North Carolina,South,Office Supplies,Binders,GBC Plasticlear Binding Covers,17.22
2018-07-21,Corporate,Concord,California,West,Office Supplies,Art,Nontoxic Chalk,3.52
2018-07-21,Corporate,Concord,California,West,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,1626.192
2018-09-25,Corporate,Chester,Pennsylvania,East,Office Supplies,Binders,Avery Metallic Poly Binders,8.595
2018-09-25,Corporate,Chester,Pennsylvania,East,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,190.896
2018-03-08,Consumer,Los Angeles,California,West,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87
2016-10-25,Consumer,Sparks,Nevada,West,Office Supplies,Art,Newell 319,79.36
2018-06-15,Corporate,Los Angeles,California,West,Technology,Phones,Panasonic KX T7736-B Digital phone,119.96
2016-09-01,Consumer,Henderson,Kentucky,South,Office Supplies,Paper,Easy-staple paper,106.32
2016-09-01,Consumer,Henderson,Kentucky,South,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,163.44
2016-09-01,Consumer,Henderson,Kentucky,South,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,42.76
2016-09-01,Consumer,Henderson,Kentucky,South,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",51.55
2016-09-02,Consumer,Decatur,Illinois,Central,Technology,Accessories,Logitech Wireless Headset h800,479.952
2017-08-19,Consumer,New York City,New York,East,Office Supplies,Binders,Surelock Post Binders,146.688
2017-08-19,Consumer,New York City,New York,East,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,276.784
2017-08-19,Consumer,New York City,New York,East,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32
2018-06-11,Consumer,New York City,New York,East,Office Supplies,Paper,Xerox 1906,318.96
2016-12-26,Consumer,New York City,New York,East,Office Supplies,Paper,Xerox 1906,212.64
2015-11-23,Consumer,Scottsdale,Arizona,West,Office Supplies,Envelopes,Staple envelope,23.472
2017-01-08,Corporate,Amarillo,Texas,Central,Office Supplies,Paper,Easy-staple paper,19.648
2015-09-21,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",6.57
2018-04-09,Consumer,Santa Ana,California,West,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",421.1
2018-06-19,Corporate,Newark,Ohio,East,Furniture,Chairs,Global Ergonomic Managers Chair,760.116
2018-06-19,Corporate,Newark,Ohio,East,Furniture,Furnishings,Contemporary Wood/Metal Frame,38.784
2018-06-19,Corporate,Newark,Ohio,East,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",122.328
2017-04-19,Consumer,New York City,New York,East,Technology,Phones,Gear Head AU3700S Headset,25.98
2017-04-19,Consumer,New York City,New York,East,Office Supplies,Art,BIC Brite Liner Grip Highlighters,3.28
2017-04-19,Consumer,New York City,New York,East,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,459.88
2017-04-19,Consumer,New York City,New York,East,Office Supplies,Supplies,Acme Kleen Earth Office Shears,7.76
2017-04-19,Consumer,New York City,New York,East,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,71.96
2017-04-19,Consumer,New York City,New York,East,Office Supplies,Supplies,Fiskars Softgrip Scissors,54.9
2017-04-19,Consumer,New York City,New York,East,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",9.28
2017-05-05,Corporate,Henderson,Nevada,West,Furniture,Tables,Global Adaptabilities Conference Tables,1685.88
2017-05-05,Corporate,Henderson,Nevada,West,Office Supplies,Binders,Avery Poly Binder Pockets,5.728
2015-10-18,Consumer,Seattle,Washington,West,Office Supplies,Paper,Xerox 1925,61.96
2015-10-18,Consumer,Seattle,Washington,West,Office Supplies,Binders,Computer Printout Index Tabs,1.344
2018-02-13,Corporate,New York City,New York,East,Office Supplies,Paper,Xerox 1903,17.94
2018-11-17,Corporate,Seattle,Washington,West,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.904
2015-01-20,Corporate,Smyrna,Tennessee,South,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,67.194
2018-01-12,Consumer,Seattle,Washington,West,Office Supplies,Paper,Xerox 1947,41.86
2018-01-12,Consumer,Seattle,Washington,West,Furniture,Bookcases,"Hon Metal Bookcases, Putty",141.96
2016-09-08,Corporate,New York City,New York,East,Furniture,Furnishings,OIC Stacking Trays,10.02
2016-09-08,Corporate,New York City,New York,East,Office Supplies,Paper,Xerox 1885,144.12
2017-09-27,Consumer,Atlanta,Georgia,South,Office Supplies,Paper,Xerox 1965,17.94
2017-09-27,Consumer,Atlanta,Georgia,South,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",13.89
2017-11-14,Consumer,Newark,Delaware,East,Office Supplies,Paper,Tops Wirebound Message Log Books,16.45
2017-11-14,Consumer,Newark,Delaware,East,Furniture,Furnishings,Stacking Trays by OIC,19.92
2017-04-16,Consumer,Nashville,Tennessee,South,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,35.168
2017-04-16,Consumer,Nashville,Tennessee,South,Office Supplies,Paper,Standard Line “While You Were Out” Hardbound Telephone Message Book,123.088
2018-11-26,Home Office,Richmond,Indiana,Central,Furniture,Tables,KI Adjustable-Height Table,257.94
2018-11-26,Home Office,Richmond,Indiana,Central,Technology,Phones,Samsung Galaxy S4 Mini,1879.96
2018-11-26,Home Office,Richmond,Indiana,Central,Furniture,Furnishings,DAX Wood Document Frame,27.46
2018-11-26,Home Office,Richmond,Indiana,Central,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,89.98
2018-11-26,Home Office,Richmond,Indiana,Central,Furniture,Chairs,SAFCO Arco Folding Chair,828.6
